"","CTname","Freq","ï..CENSUS_YEAR","GEO_CODE..POR.","GEO_LEVEL","GNR","DATA_QUALITY_FLAG","ALT_GEO_CODE","DIM..Household.type.including.census.family.structure..11.","a","Notes..Household.type.including.census.family.structure..11.","Dim..Household.income.statistics..3...Member.ID...1...Total...Household.income.statistics..Note..3.","Dim..Household.income.statistics..3...Member.ID...2...Median.total.income.of.households....","Dim..Household.income.statistics..3...Member.ID...3...Median.after.tax.income.of.households...."
"248","181.08",2,2016,9330181.08,2,2.9,0,933018108,"One-census-family households without additional persons",3,NA,"720","117760","100096"
"249","181.08",2,2016,9330181.08,2,2.9,0,933018108,"Census family households",2,NA,"785","119552","101248"
"250","181.08",2,2016,9330181.08,2,2.9,0,933018108,"One lone-parent census family without other persons in the household",7,NA,"70","58496","52096"
"251","181.08",2,2016,9330181.08,2,2.9,0,933018108,"Without children",5,NA,"315","109184","92544"
"252","181.08",2,2016,9330181.08,2,2.9,0,933018108,"With a female lone parent",9,NA,"50","50688","46848"
"253","181.08",2,2016,9330181.08,2,2.9,0,933018108,"With children",6,NA,"345","137387","113792"
"254","181.09",7,2016,9330181.09,2,4.3,0,933018109,"Non-census-family households",11,NA,"415","44416","39296"
"255","181.09",7,2016,9330181.09,2,4.3,0,933018109,"Without children",5,NA,"700","105728","91750"
"256","181.09",7,2016,9330181.09,2,4.3,0,933018109,"Other census family households",10,2,"125","140288","127232"
"257","181.09",7,2016,9330181.09,2,4.3,0,933018109,"One lone-parent census family without other persons in the household",7,NA,"145","57600","49920"
"258","181.09",7,2016,9330181.09,2,4.3,0,933018109,"With a male lone parent",8,NA,"25","76800","68224"
"259","181.09",7,2016,9330181.09,2,4.3,0,933018109,"One couple census family without other persons in the household",4,NA,"1540","119424","100928"
"260","181.09",7,2016,9330181.09,2,4.3,0,933018109,"One-census-family households without additional persons",3,NA,"1690","112939","95716"
"261","181.09",7,2016,9330181.09,2,4.3,0,933018109,"With a female lone parent",9,NA,"125","56320","46720"
"262","181.09",7,2016,9330181.09,2,4.3,0,933018109,"Census family households",2,NA,"1815","114464","97081"
"263","181.09",7,2016,9330181.09,2,4.3,0,933018109,"With children",6,NA,"840","135680","114816"
"264","181.09",7,2016,9330181.09,2,4.3,0,933018109,"Total - Household type including census family structure",1,1,"2225","96329","82880"
"265","182.01",26,2016,9330182.01,2,9.7,100,933018201,"With a female lone parent",9,NA,"55","43072","41600"
"266","182.01",26,2016,9330182.01,2,9.7,100,933018201,"One couple census family without other persons in the household",4,NA,"795","110720","96128"
"267","182.01",26,2016,9330182.01,2,9.7,100,933018201,"With a male lone parent",8,NA,"25","73984","59008"
"268","182.01",26,2016,9330182.01,2,9.7,100,933018201,"Other census family households",10,2,"315","167168","146304"
"269","182.01",26,2016,9330182.01,2,9.7,100,933018201,"With children",6,NA,"410","130219","109568"
"270","182.01",26,2016,9330182.01,2,9.7,100,933018201,"Non-census-family households",11,NA,"345","38272","32896"
"271","182.01",26,2016,9330182.01,2,9.7,100,933018201,"Without children",5,NA,"385","91520","78208"
"272","182.01",26,2016,9330182.01,2,9.7,100,933018201,"One-census-family households without additional persons",3,NA,"870","104192","88491"
"273","182.01",26,2016,9330182.01,2,9.7,100,933018201,"Census family households",2,NA,"1190","123733","105882"
"274","182.01",26,2016,9330182.01,2,9.7,100,933018201,"Total - Household type including census family structure",1,1,"1535","98240","84622"
"275","182.01",26,2016,9330182.01,2,9.7,100,933018201,"One lone-parent census family without other persons in the household",7,NA,"75","49152","45824"
"276","182.02",8,2016,9330182.02,2,2.5,0,933018202,"With a female lone parent",9,NA,"115","63488","55424"
"277","182.02",8,2016,9330182.02,2,2.5,0,933018202,"One lone-parent census family without other persons in the household",7,NA,"150","68608","59136"
"278","182.02",8,2016,9330182.02,2,2.5,0,933018202,"With a male lone parent",8,NA,"30","85248","72192"
"279","182.02",8,2016,9330182.02,2,2.5,0,933018202,"Other census family households",10,2,"375","150784","129728"
"280","182.02",8,2016,9330182.02,2,2.5,0,933018202,"Census family households",2,NA,"1740","128384","108698"
"281","182.02",8,2016,9330182.02,2,2.5,0,933018202,"With children",6,NA,"890","139059","116480"
"282","182.02",8,2016,9330182.02,2,2.5,0,933018202,"One-census-family households without additional persons",3,NA,"1365","123648","103834"
"283","182.02",8,2016,9330182.02,2,2.5,0,933018202,"One couple census family without other persons in the household",4,NA,"1215","132096","109227"
"284","182.02",8,2016,9330182.02,2,2.5,0,933018202,"Without children",5,NA,"320","107179","89771"
"285","182.02",8,2016,9330182.02,2,2.5,0,933018202,"Total - Household type including census family structure",1,1,"2020","118912","100748"
"286","182.02",8,2016,9330182.02,2,2.5,0,933018202,"Non-census-family households",11,NA,"285","55808","47189"
"287","182.03",11,2016,9330182.03,2,3.2,0,933018203,"Total - Household type including census family structure",1,1,"1185","102502","88832"
"288","182.03",11,2016,9330182.03,2,3.2,0,933018203,"One lone-parent census family without other persons in the household",7,NA,"55","50560","44032"
"289","182.03",11,2016,9330182.03,2,3.2,0,933018203,"One couple census family without other persons in the household",4,NA,"735","106752","92501"
"290","182.03",11,2016,9330182.03,2,3.2,0,933018203,"Non-census-family households",11,NA,"155","37888","33792"
"291","182.03",11,2016,9330182.03,2,3.2,0,933018203,"With a female lone parent",9,NA,"45","46464","43392"
"292","182.03",11,2016,9330182.03,2,3.2,0,933018203,"With a male lone parent",8,NA,"15","0","0"
"293","182.03",11,2016,9330182.03,2,3.2,0,933018203,"One-census-family households without additional persons",3,NA,"790","102528","88405"
"294","182.03",11,2016,9330182.03,2,3.2,0,933018203,"Census family households",2,NA,"1025","114944","98432"
"295","182.03",11,2016,9330182.03,2,3.2,0,933018203,"Without children",5,NA,"280","93440","80128"
"296","182.03",11,2016,9330182.03,2,3.2,0,933018203,"With children",6,NA,"455","122112","103680"
"297","182.03",11,2016,9330182.03,2,3.2,0,933018203,"Other census family households",10,2,"235","148992","126976"
"298","182.04",11,2016,9330182.04,2,2.6,0,933018204,"One couple census family without other persons in the household",4,NA,"375","127744","107691"
"299","182.04",11,2016,9330182.04,2,2.6,0,933018204,"Other census family households",10,2,"90","160256","137728"
"300","182.04",11,2016,9330182.04,2,2.6,0,933018204,"With children",6,NA,"220","148309","126720"
"301","182.04",11,2016,9330182.04,2,2.6,0,933018204,"Non-census-family households",11,NA,"55","49664","41856"
"302","182.04",11,2016,9330182.04,2,2.6,0,933018204,"With a male lone parent",8,NA,"10","0","0"
"303","182.04",11,2016,9330182.04,2,2.6,0,933018204,"Census family households",2,NA,"490","132352","113493"
"304","182.04",11,2016,9330182.04,2,2.6,0,933018204,"One-census-family households without additional persons",3,NA,"395","121088","104704"
"305","182.04",11,2016,9330182.04,2,2.6,0,933018204,"Total - Household type including census family structure",1,1,"540","123648","104960"
"306","182.04",11,2016,9330182.04,2,2.6,0,933018204,"Without children",5,NA,"150","91008","79104"
"307","182.04",11,2016,9330182.04,2,2.6,0,933018204,"One lone-parent census family without other persons in the household",7,NA,"20","68864","60864"
"308","182.04",11,2016,9330182.04,2,2.6,0,933018204,"With a female lone parent",9,NA,"15","0","0"
"309","182.05",12,2016,9330182.05,2,2.7,0,933018205,"One couple census family without other persons in the household",4,NA,"1370","102400","88210"
"310","182.05",12,2016,9330182.05,2,2.7,0,933018205,"Without children",5,NA,"675","89344","77696"
"311","182.05",12,2016,9330182.05,2,2.7,0,933018205,"Other census family households",10,2,"455","157440","138112"
"312","182.05",12,2016,9330182.05,2,2.7,0,933018205,"Non-census-family households",11,NA,"360","47744","41728"
"313","182.05",12,2016,9330182.05,2,2.7,0,933018205,"One lone-parent census family without other persons in the household",7,NA,"125","64128","56064"
"314","182.05",12,2016,9330182.05,2,2.7,0,933018205,"Total - Household type including census family structure",1,1,"2305","98773","85461"
"315","182.05",12,2016,9330182.05,2,2.7,0,933018205,"With a female lone parent",9,NA,"100","62848","55168"
"316","182.05",12,2016,9330182.05,2,2.7,0,933018205,"With children",6,NA,"695","118976","102656"
"317","182.05",12,2016,9330182.05,2,2.7,0,933018205,"Census family households",2,NA,"1945","110234","94677"
"318","182.05",12,2016,9330182.05,2,2.7,0,933018205,"One-census-family households without additional persons",3,NA,"1495","99328","85709"
"319","182.05",12,2016,9330182.05,2,2.7,0,933018205,"With a male lone parent",8,NA,"30","71936","56960"
"320","182.06",1,2016,9330182.06,2,4.2,100,933018206,"One couple census family without other persons in the household",4,NA,"220","100693","86784"
"321","182.06",1,2016,9330182.06,2,4.2,100,933018206,"Total - Household type including census family structure",1,1,"395","91392","79616"
"322","182.06",1,2016,9330182.06,2,4.2,100,933018206,"Other census family households",10,2,"65","141824","123136"
"323","182.06",1,2016,9330182.06,2,4.2,100,933018206,"One lone-parent census family without other persons in the household",7,NA,"25","59904","52352"
"324","182.06",1,2016,9330182.06,2,4.2,100,933018206,"Non-census-family households",11,NA,"80","37504","34176"
"325","182.06",1,2016,9330182.06,2,4.2,100,933018206,"Census family households",2,NA,"315","103253","92160"
"326","182.06",1,2016,9330182.06,2,4.2,100,933018206,"Without children",5,NA,"110","88832","75520"
"327","182.06",1,2016,9330182.06,2,4.2,100,933018206,"With children",6,NA,"110","123648","105600"
"328","182.06",1,2016,9330182.06,2,4.2,100,933018206,"One-census-family households without additional persons",3,NA,"245","98304","83968"
"329","182.06",1,2016,9330182.06,2,4.2,100,933018206,"With a male lone parent",8,NA,"10","0","0"
"330","182.06",1,2016,9330182.06,2,4.2,100,933018206,"With a female lone parent",9,NA,"15","0","0"
"331","183.01",14,2016,9330183.01,2,3.1,0,933018301,"Census family households",2,NA,"1690","107008","91955"
"332","183.01",14,2016,9330183.01,2,3.1,0,933018301,"One couple census family without other persons in the household",4,NA,"1210","108873","92352"
"333","183.01",14,2016,9330183.01,2,3.1,0,933018301,"Total - Household type including census family structure",1,1,"2015","97280","83405"
"334","183.01",14,2016,9330183.01,2,3.1,0,933018301,"With a female lone parent",9,NA,"140","48256","45184"
"335","183.01",14,2016,9330183.01,2,3.1,0,933018301,"Other census family households",10,2,"285","135424","119381"
"336","183.01",14,2016,9330183.01,2,3.1,0,933018301,"One lone-parent census family without other persons in the household",7,NA,"190","55808","50176"
"337","183.01",14,2016,9330183.01,2,3.1,0,933018301,"With a male lone parent",8,NA,"45","79616","70272"
"338","183.01",14,2016,9330183.01,2,3.1,0,933018301,"Non-census-family households",11,NA,"330","50304","45184"
"339","183.01",14,2016,9330183.01,2,3.1,0,933018301,"Without children",5,NA,"445","90752","78208"
"340","183.01",14,2016,9330183.01,2,3.1,0,933018301,"With children",6,NA,"770","119893","101504"
"341","183.01",14,2016,9330183.01,2,3.1,0,933018301,"One-census-family households without additional persons",3,NA,"1405","100836","86656"
"342","183.03",9,2016,9330183.03,2,4.7,0,933018303,"With a male lone parent",8,NA,"45","70400","61184"
"343","183.03",9,2016,9330183.03,2,4.7,0,933018303,"Without children",5,NA,"525","80512","69504"
"344","183.03",9,2016,9330183.03,2,4.7,0,933018303,"Total - Household type including census family structure",1,1,"2495","69120","59750"
"345","183.03",9,2016,9330183.03,2,4.7,0,933018303,"One lone-parent census family without other persons in the household",7,NA,"220","56320","51328"
"346","183.03",9,2016,9330183.03,2,4.7,0,933018303,"One couple census family without other persons in the household",4,NA,"1115","94080","82304"
"347","183.03",9,2016,9330183.03,2,4.7,0,933018303,"With children",6,NA,"590","108117","92928"
"348","183.03",9,2016,9330183.03,2,4.7,0,933018303,"With a female lone parent",9,NA,"175","53248","48299"
"349","183.03",9,2016,9330183.03,2,4.7,0,933018303,"Non-census-family households",11,NA,"905","38272","33920"
"350","183.03",9,2016,9330183.03,2,4.7,0,933018303,"One-census-family households without additional persons",3,NA,"1335","86699","75520"
"351","183.03",9,2016,9330183.03,2,4.7,0,933018303,"Census family households",2,NA,"1590","92900","81294"
"352","183.03",9,2016,9330183.03,2,4.7,0,933018303,"Other census family households",10,2,"255","126157","112128"
"353","183.05",27,2016,9330183.05,2,2.3,0,933018305,"With a male lone parent",8,NA,"45","88448","74496"
"354","183.05",27,2016,9330183.05,2,2.3,0,933018305,"With a female lone parent",9,NA,"235","69291","61781"
"355","183.05",27,2016,9330183.05,2,2.3,0,933018305,"Non-census-family households",11,NA,"495","56704","49195"
"356","183.05",27,2016,9330183.05,2,2.3,0,933018305,"One lone-parent census family without other persons in the household",7,NA,"280","73472","63040"
"357","183.05",27,2016,9330183.05,2,2.3,0,933018305,"Total - Household type including census family structure",1,1,"3560","109380","93007"
"358","183.05",27,2016,9330183.05,2,2.3,0,933018305,"One-census-family households without additional persons",3,NA,"2610","112823","95488"
"359","183.05",27,2016,9330183.05,2,2.3,0,933018305,"With children",6,NA,"1560","126176","106581"
"360","183.05",27,2016,9330183.05,2,2.3,0,933018305,"Other census family households",10,2,"455","153088","130867"
"361","183.05",27,2016,9330183.05,2,2.3,0,933018305,"Without children",5,NA,"770","98304","83968"
"362","183.05",27,2016,9330183.05,2,2.3,0,933018305,"Census family households",2,NA,"3065","117888","99960"
"363","183.05",27,2016,9330183.05,2,2.3,0,933018305,"One couple census family without other persons in the household",4,NA,"2330","118254","99781"
"364","183.06",16,2016,9330183.06,2,2.4,0,933018306,"One couple census family without other persons in the household",4,NA,"510","98475","83712"
"365","183.06",16,2016,9330183.06,2,2.4,0,933018306,"With a male lone parent",8,NA,"25","79616","70656"
"366","183.06",16,2016,9330183.06,2,2.4,0,933018306,"Non-census-family households",11,NA,"290","49984","41600"
"367","183.06",16,2016,9330183.06,2,2.4,0,933018306,"One-census-family households without additional persons",3,NA,"625","90368","78208"
"368","183.06",16,2016,9330183.06,2,2.4,0,933018306,"Other census family households",10,2,"60","122624","107264"
"369","183.06",16,2016,9330183.06,2,2.4,0,933018306,"Total - Household type including census family structure",1,1,"980","79214","67328"
"370","183.06",16,2016,9330183.06,2,2.4,0,933018306,"Without children",5,NA,"250","92928","78720"
"371","183.06",16,2016,9330183.06,2,2.4,0,933018306,"One lone-parent census family without other persons in the household",7,NA,"120","56661","48384"
"372","183.06",16,2016,9330183.06,2,2.4,0,933018306,"Census family households",2,NA,"685","94016","79787"
"373","183.06",16,2016,9330183.06,2,2.4,0,933018306,"With a female lone parent",9,NA,"95","51200","45824"
"374","183.06",16,2016,9330183.06,2,2.4,0,933018306,"With children",6,NA,"255","104192","88768"
"375","183.07",20,2016,9330183.07,2,2.5,0,933018307,"Without children",5,NA,"725","87360","76032"
"376","183.07",20,2016,9330183.07,2,2.5,0,933018307,"Other census family households",10,2,"285","146688","130133"
"377","183.07",20,2016,9330183.07,2,2.5,0,933018307,"One couple census family without other persons in the household",4,NA,"1520","113216","95744"
"378","183.07",20,2016,9330183.07,2,2.5,0,933018307,"Non-census-family households",11,NA,"330","46560","40747"
"379","183.07",20,2016,9330183.07,2,2.5,0,933018307,"Total - Household type including census family structure",1,1,"2275","105259","89365"
"380","183.07",20,2016,9330183.07,2,2.5,0,933018307,"With a male lone parent",8,NA,"35","87680","77056"
"381","183.07",20,2016,9330183.07,2,2.5,0,933018307,"With a female lone parent",9,NA,"100","58112","51840"
"382","183.07",20,2016,9330183.07,2,2.5,0,933018307,"One-census-family households without additional persons",3,NA,"1655","109028","92985"
"383","183.07",20,2016,9330183.07,2,2.5,0,933018307,"With children",6,NA,"795","133696","112512"
"384","183.07",20,2016,9330183.07,2,2.5,0,933018307,"One lone-parent census family without other persons in the household",7,NA,"130","60544","55680"
"385","183.07",20,2016,9330183.07,2,2.5,0,933018307,"Census family households",2,NA,"1945","116139","98944"
"386","184.02",3,2016,9330184.02,2,6.6,100,933018402,"Without children",5,NA,"545","64640","58144"
"387","184.02",3,2016,9330184.02,2,6.6,100,933018402,"Non-census-family households",11,NA,"1010","36736","32811"
"388","184.02",3,2016,9330184.02,2,6.6,100,933018402,"With a female lone parent",9,NA,"275","48704","47403"
"389","184.02",3,2016,9330184.02,2,6.6,100,933018402,"With children",6,NA,"790","81579","71987"
"390","184.02",3,2016,9330184.02,2,6.6,100,933018402,"One couple census family without other persons in the household",4,NA,"1330","74811","66128"
"391","184.02",3,2016,9330184.02,2,6.6,100,933018402,"Other census family households",10,2,"310","101035","91392"
"392","184.02",3,2016,9330184.02,2,6.6,100,933018402,"Total - Household type including census family structure",1,1,"2985","59536","52631"
"393","184.02",3,2016,9330184.02,2,6.6,100,933018402,"Census family households",2,NA,"1975","74432","65869"
"394","184.02",3,2016,9330184.02,2,6.6,100,933018402,"With a male lone parent",8,NA,"60","67840","60032"
"395","184.02",3,2016,9330184.02,2,6.6,100,933018402,"One lone-parent census family without other persons in the household",7,NA,"335","52736","48512"
"396","184.02",3,2016,9330184.02,2,6.6,100,933018402,"One-census-family households without additional persons",3,NA,"1665","70251","62811"
"397","184.06",2,2016,9330184.06,2,4,100,933018406,"Total - Household type including census family structure",1,1,"3030","71607","63744"
"398","184.06",2,2016,9330184.06,2,4,100,933018406,"With a male lone parent",8,NA,"30","50176","45696"
"399","184.06",2,2016,9330184.06,2,4,100,933018406,"With a female lone parent",9,NA,"195","37632","36224"
"400","184.06",2,2016,9330184.06,2,4,100,933018406,"Without children",5,NA,"280","52736","48512"
"401","184.06",2,2016,9330184.06,2,4,100,933018406,"Census family households",2,NA,"2315","89228","79714"
"402","184.06",2,2016,9330184.06,2,4,100,933018406,"Non-census-family households",11,NA,"720","25728","24320"
"403","184.06",2,2016,9330184.06,2,4,100,933018406,"With children",6,NA,"950","81152","72078"
"404","184.06",2,2016,9330184.06,2,4,100,933018406,"One-census-family households without additional persons",3,NA,"1450","69888","62862"
"405","184.06",2,2016,9330184.06,2,4,100,933018406,"One lone-parent census family without other persons in the household",7,NA,"215","40960","37632"
"406","184.06",2,2016,9330184.06,2,4,100,933018406,"Other census family households",10,2,"865","120405","109056"
"407","184.06",2,2016,9330184.06,2,4,100,933018406,"One couple census family without other persons in the household",4,NA,"1235","74752","66970"
"408","184.07",5,2016,9330184.07,2,4.8,100,933018407,"One-census-family households without additional persons",3,NA,"1050","68064","60608"
"409","184.07",5,2016,9330184.07,2,4.8,100,933018407,"With a male lone parent",8,NA,"25","75264","67072"
"410","184.07",5,2016,9330184.07,2,4.8,100,933018407,"Census family households",2,NA,"1345","77248","69376"
"411","184.07",5,2016,9330184.07,2,4.8,100,933018407,"One lone-parent census family without other persons in the household",7,NA,"220","39424","37248"
"412","184.07",5,2016,9330184.07,2,4.8,100,933018407,"With children",6,NA,"460","83968","74581"
"413","184.07",5,2016,9330184.07,2,4.8,100,933018407,"Non-census-family households",11,NA,"575","37632","33472"
"414","184.07",5,2016,9330184.07,2,4.8,100,933018407,"Other census family households",10,2,"295","113920","100864"
"415","184.07",5,2016,9330184.07,2,4.8,100,933018407,"Total - Household type including census family structure",1,1,"1915","62541","55701"
"416","184.07",5,2016,9330184.07,2,4.8,100,933018407,"One couple census family without other persons in the household",4,NA,"830","75680","67328"
"417","184.07",5,2016,9330184.07,2,4.8,100,933018407,"Without children",5,NA,"375","67712","59456"
"418","184.07",5,2016,9330184.07,2,4.8,100,933018407,"With a female lone parent",9,NA,"195","37120","35328"
"419","184.08",4,2016,9330184.08,2,3.9,0,933018408,"With children",6,NA,"580","87296","77696"
"420","184.08",4,2016,9330184.08,2,3.9,0,933018408,"One couple census family without other persons in the household",4,NA,"785","85333","74752"
"421","184.08",4,2016,9330184.08,2,3.9,0,933018408,"Census family households",2,NA,"1315","87808","78464"
"422","184.08",4,2016,9330184.08,2,3.9,0,933018408,"With a female lone parent",9,NA,"145","53888","48000"
"423","184.08",4,2016,9330184.08,2,3.9,0,933018408,"Non-census-family households",11,NA,"255","40960","36160"
"424","184.08",4,2016,9330184.08,2,3.9,0,933018408,"One-census-family households without additional persons",3,NA,"955","79189","68992"
"425","184.08",4,2016,9330184.08,2,3.9,0,933018408,"Without children",5,NA,"205","77568","68651"
"426","184.08",4,2016,9330184.08,2,3.9,0,933018408,"Total - Household type including census family structure",1,1,"1570","79057","70059"
"427","184.08",4,2016,9330184.08,2,3.9,0,933018408,"One lone-parent census family without other persons in the household",7,NA,"170","55680","49237"
"428","184.08",4,2016,9330184.08,2,3.9,0,933018408,"With a male lone parent",8,NA,"25","75264","62848"
"429","184.08",4,2016,9330184.08,2,3.9,0,933018408,"Other census family households",10,2,"360","107456","97195"
"430","184.1",3,2016,9330184.1,2,5.3,100,933018410,"With a male lone parent",8,NA,"20","54272","49408"
"431","184.1",3,2016,9330184.1,2,5.3,100,933018410,"Census family households",2,NA,"1175","96512","85675"
"432","184.1",3,2016,9330184.1,2,5.3,100,933018410,"Non-census-family households",11,NA,"290","24064","23360"
"433","184.1",3,2016,9330184.1,2,5.3,100,933018410,"With children",6,NA,"475","97216","85632"
"434","184.1",3,2016,9330184.1,2,5.3,100,933018410,"Total - Household type including census family structure",1,1,"1465","77995","70217"
"435","184.1",3,2016,9330184.1,2,5.3,100,933018410,"One-census-family households without additional persons",3,NA,"780","80555","70144"
"436","184.1",3,2016,9330184.1,2,5.3,100,933018410,"One lone-parent census family without other persons in the household",7,NA,"120","48085","45099"
"437","184.1",3,2016,9330184.1,2,5.3,100,933018410,"Other census family households",10,2,"395","121856","108416"
"438","184.1",3,2016,9330184.1,2,5.3,100,933018410,"Without children",5,NA,"180","65536","57728"
"439","184.1",3,2016,9330184.1,2,5.3,100,933018410,"One couple census family without other persons in the household",4,NA,"660","88832","77056"
"440","184.1",3,2016,9330184.1,2,5.3,100,933018410,"With a female lone parent",9,NA,"100","46720","43136"
"441","184.11",4,2016,9330184.11,2,5.1,100,933018411,"Without children",5,NA,"295","84736","73472"
"442","184.11",4,2016,9330184.11,2,5.1,100,933018411,"Non-census-family households",11,NA,"490","29504","26496"
"443","184.11",4,2016,9330184.11,2,5.1,100,933018411,"One couple census family without other persons in the household",4,NA,"1145","100762","87552"
"444","184.11",4,2016,9330184.11,2,5.1,100,933018411,"Total - Household type including census family structure",1,1,"2605","91040","80821"
"445","184.11",4,2016,9330184.11,2,5.1,100,933018411,"With a male lone parent",8,NA,"35","78592","68096"
"446","184.11",4,2016,9330184.11,2,5.1,100,933018411,"With a female lone parent",9,NA,"165","44480","42368"
"447","184.11",4,2016,9330184.11,2,5.1,100,933018411,"Other census family households",10,2,"770","130816","117146"
"448","184.11",4,2016,9330184.11,2,5.1,100,933018411,"Census family households",2,NA,"2115","107733","94031"
"449","184.11",4,2016,9330184.11,2,5.1,100,933018411,"One lone-parent census family without other persons in the household",7,NA,"200","49856","46016"
"450","184.11",4,2016,9330184.11,2,5.1,100,933018411,"With children",6,NA,"845","107648","93477"
"451","184.11",4,2016,9330184.11,2,5.1,100,933018411,"One-census-family households without additional persons",3,NA,"1345","93312","80876"
"452","185.05",5,2016,9330185.05,2,3.5,0,933018505,"With children",6,NA,"515","74752","66304"
"453","185.05",5,2016,9330185.05,2,3.5,0,933018505,"With a female lone parent",9,NA,"220","35925","34816"
"454","185.05",5,2016,9330185.05,2,3.5,0,933018505,"Census family households",2,NA,"1355","72576","65621"
"455","185.05",5,2016,9330185.05,2,3.5,0,933018505,"Non-census-family households",11,NA,"410","33280","30784"
"456","185.05",5,2016,9330185.05,2,3.5,0,933018505,"Other census family households",10,2,"375","109824","99328"
"457","185.05",5,2016,9330185.05,2,3.5,0,933018505,"With a male lone parent",8,NA,"35","47232","42880"
"458","185.05",5,2016,9330185.05,2,3.5,0,933018505,"Without children",5,NA,"205","58240","52096"
"459","185.05",5,2016,9330185.05,2,3.5,0,933018505,"Total - Household type including census family structure",1,1,"1765","60595","54246"
"460","185.05",5,2016,9330185.05,2,3.5,0,933018505,"One-census-family households without additional persons",3,NA,"980","59584","54315"
"461","185.05",5,2016,9330185.05,2,3.5,0,933018505,"One couple census family without other persons in the household",4,NA,"725","69291","62016"
"462","185.05",5,2016,9330185.05,2,3.5,0,933018505,"One lone-parent census family without other persons in the household",7,NA,"255","37184","35520"
"463","185.07",30,2016,9330185.07,2,5.1,100,933018507,"Non-census-family households",11,NA,"385","39872","36192"
"464","185.07",30,2016,9330185.07,2,5.1,100,933018507,"Other census family households",10,2,"750","118426","105920"
"465","185.07",30,2016,9330185.07,2,5.1,100,933018507,"With a female lone parent",9,NA,"125","49152","46592"
"466","185.07",30,2016,9330185.07,2,5.1,100,933018507,"Census family households",2,NA,"2200","99605","88036"
"467","185.07",30,2016,9330185.07,2,5.1,100,933018507,"One couple census family without other persons in the household",4,NA,"1285","94144","81493"
"468","185.07",30,2016,9330185.07,2,5.1,100,933018507,"One-census-family households without additional persons",3,NA,"1455","88722","77596"
"469","185.07",30,2016,9330185.07,2,5.1,100,933018507,"Without children",5,NA,"365","78029","68864"
"470","185.07",30,2016,9330185.07,2,5.1,100,933018507,"With a male lone parent",8,NA,"35","70016","68352"
"471","185.07",30,2016,9330185.07,2,5.1,100,933018507,"With children",6,NA,"920","100800","87637"
"472","185.07",30,2016,9330185.07,2,5.1,100,933018507,"Total - Household type including census family structure",1,1,"2585","89242","79726"
"473","185.07",30,2016,9330185.07,2,5.1,100,933018507,"One lone-parent census family without other persons in the household",7,NA,"165","57728","50560"
"474","185.08",5,2016,9330185.08,2,3.5,100,933018508,"Census family households",2,NA,"385","148480","124672"
"475","185.08",5,2016,9330185.08,2,3.5,100,933018508,"With children",6,NA,"145","157184","130816"
"476","185.08",5,2016,9330185.08,2,3.5,100,933018508,"With a male lone parent",8,NA,"10","0","0"
"477","185.08",5,2016,9330185.08,2,3.5,100,933018508,"Total - Household type including census family structure",1,1,"425","138459","115968"
"478","185.08",5,2016,9330185.08,2,3.5,100,933018508,"One-census-family households without additional persons",3,NA,"285","139008","114944"
"479","185.08",5,2016,9330185.08,2,3.5,100,933018508,"Without children",5,NA,"115","118784","105472"
"480","185.08",5,2016,9330185.08,2,3.5,100,933018508,"Other census family households",10,2,"100","179200","160768"
"481","185.08",5,2016,9330185.08,2,3.5,100,933018508,"Non-census-family households",11,NA,"45","56704","43648"
"482","185.08",5,2016,9330185.08,2,3.5,100,933018508,"One lone-parent census family without other persons in the household",7,NA,"20","0","0"
"483","185.08",5,2016,9330185.08,2,3.5,100,933018508,"With a female lone parent",9,NA,"10","0","0"
"484","185.08",5,2016,9330185.08,2,3.5,100,933018508,"One couple census family without other persons in the household",4,NA,"265","143872","119296"
"485","185.09",9,2016,9330185.09,2,3.9,100,933018509,"Census family households",2,NA,"1230","78738","69376"
"486","185.09",9,2016,9330185.09,2,3.9,100,933018509,"One couple census family without other persons in the household",4,NA,"790","75981","67072"
"487","185.09",9,2016,9330185.09,2,3.9,100,933018509,"With a male lone parent",8,NA,"30","59520","52864"
"488","185.09",9,2016,9330185.09,2,3.9,100,933018509,"One-census-family households without additional persons",3,NA,"950","70720","62112"
"489","185.09",9,2016,9330185.09,2,3.9,100,933018509,"Total - Household type including census family structure",1,1,"1770","64461","56883"
"490","185.09",9,2016,9330185.09,2,3.9,100,933018509,"Non-census-family households",11,NA,"545","42624","38016"
"491","185.09",9,2016,9330185.09,2,3.9,100,933018509,"Without children",5,NA,"325","64896","58411"
"492","185.09",9,2016,9330185.09,2,3.9,100,933018509,"With children",6,NA,"465","81024","72277"
"493","185.09",9,2016,9330185.09,2,3.9,100,933018509,"With a female lone parent",9,NA,"130","50944","45696"
"494","185.09",9,2016,9330185.09,2,3.9,100,933018509,"One lone-parent census family without other persons in the household",7,NA,"160","51243","46720"
"495","185.09",9,2016,9330185.09,2,3.9,100,933018509,"Other census family households",10,2,"285","108800","97792"
"496","185.1",10,2016,9330185.1,2,4.1,100,933018510,"Total - Household type including census family structure",1,1,"1500","66162","59648"
"497","185.1",10,2016,9330185.1,2,4.1,100,933018510,"With children",6,NA,"530","65997","59435"
"498","185.1",10,2016,9330185.1,2,4.1,100,933018510,"Without children",5,NA,"135","49024","45568"
"499","185.1",10,2016,9330185.1,2,4.1,100,933018510,"Other census family households",10,2,"430","104875","97109"
