DAuid,CSDUID,PR-HRUID,HRNAME,POP2001
59370021,5937024,5913,Okanagan                                                    ,560
59370022,5937024,5913,Okanagan                                                    ,733
59370023,5937028,5913,Okanagan                                                    ,1082
59370024,5937028,5913,Okanagan                                                    ,1441
59370025,5937028,5913,Okanagan                                                    ,847
59370026,5937028,5913,Okanagan                                                    ,886
59370027,5937024,5913,Okanagan                                                    ,155
59370028,5937024,5913,Okanagan                                                    ,737
59370029,5937801,5913,Okanagan                                                    ,203
59370030,5937801,5913,Okanagan                                                    ,282
59370031,5937801,5913,Okanagan                                                    ,225
59370032,5937017,5913,Okanagan                                                    ,0
59370033,5937801,5913,Okanagan                                                    ,391
59370034,5937801,5913,Okanagan                                                    ,113
59370035,5937801,5913,Okanagan                                                    ,35
59370036,5937017,5913,Okanagan                                                    ,83
59370037,5937801,5913,Okanagan                                                    ,42
59370038,5937801,5913,Okanagan                                                    ,48
59370039,5937801,5913,Okanagan                                                    ,352
59370040,5937014,5913,Okanagan                                                    ,844
59370041,5937803,5913,Okanagan                                                    ,436
59370042,5937014,5913,Okanagan                                                    ,1017
59370043,5937014,5913,Okanagan                                                    ,900
59370044,5937014,5913,Okanagan                                                    ,1496
59370045,5937014,5913,Okanagan                                                    ,817
59370046,5937014,5913,Okanagan                                                    ,1072
59370047,5937014,5913,Okanagan                                                    ,1145
59370048,5937014,5913,Okanagan                                                    ,624
59370049,5937014,5913,Okanagan                                                    ,802
59370050,5937014,5913,Okanagan                                                    ,521
59370051,5937014,5913,Okanagan                                                    ,324
59370052,5937014,5913,Okanagan                                                    ,81
59370053,5937014,5913,Okanagan                                                    ,624
59370054,5937014,5913,Okanagan                                                    ,943
59370055,5937014,5913,Okanagan                                                    ,397
59370056,5937014,5913,Okanagan                                                    ,1033
59370057,5937014,5913,Okanagan                                                    ,519
59370058,5937014,5913,Okanagan                                                    ,595
59370059,5937014,5913,Okanagan                                                    ,650
59370060,5937014,5913,Okanagan                                                    ,924
59370061,5937014,5913,Okanagan                                                    ,0
59370062,5937014,5913,Okanagan                                                    ,113
59370063,5937014,5913,Okanagan                                                    ,1253
59370064,5937014,5913,Okanagan                                                    ,960
59370065,5937014,5913,Okanagan                                                    ,982
59370066,5937014,5913,Okanagan                                                    ,838
59370067,5937014,5913,Okanagan                                                    ,1062
59370068,5937014,5913,Okanagan                                                    ,1265
59370069,5937014,5913,Okanagan                                                    ,1299
59370070,5937021,5913,Okanagan                                                    ,1029
59370071,5937014,5913,Okanagan                                                    ,500
59370072,5937014,5913,Okanagan                                                    ,1051
59370073,5937010,5913,Okanagan                                                    ,444
59370074,5937010,5913,Okanagan                                                    ,958
59370075,5937010,5913,Okanagan                                                    ,1358
59370076,5937010,5913,Okanagan                                                    ,1184
59370077,5937017,5913,Okanagan                                                    ,0
59370078,5937017,5913,Okanagan                                                    ,0
59370079,5937017,5913,Okanagan                                                    ,142
59370080,5937014,5913,Okanagan                                                    ,907
59370081,5937014,5913,Okanagan                                                    ,563
59370082,5937014,5913,Okanagan                                                    ,473
59370083,5937014,5913,Okanagan                                                    ,64
59370084,5937010,5913,Okanagan                                                    ,1240
59370085,5937010,5913,Okanagan                                                    ,1020
59370086,5937010,5913,Okanagan                                                    ,1573
59370087,5937010,5913,Okanagan                                                    ,532
59370088,5937021,5913,Okanagan                                                    ,380
59370089,5937014,5913,Okanagan                                                    ,484
59370090,5937021,5913,Okanagan                                                    ,854
59370091,5937021,5913,Okanagan                                                    ,1230
59370092,5937017,5913,Okanagan                                                    ,690
59370093,5937017,5913,Okanagan                                                    ,1008
59370094,5937017,5913,Okanagan                                                    ,725
59370095,5937014,5913,Okanagan                                                    ,0
59370096,5937014,5913,Okanagan                                                    ,1247
59370097,5937014,5913,Okanagan                                                    ,610
59370098,5937014,5913,Okanagan                                                    ,810
59370099,5937017,5913,Okanagan                                                    ,419
59370100,5937014,5913,Okanagan                                                    ,1148
59370101,5937014,5913,Okanagan                                                    ,956
59370102,5937014,5913,Okanagan                                                    ,858
59370103,5937014,5913,Okanagan                                                    ,723
59370104,5937010,5913,Okanagan                                                    ,797
59370105,5937022,5913,Okanagan                                                    ,678
59370106,5937005,5913,Okanagan                                                    ,1144
59370107,5937005,5913,Okanagan                                                    ,474
59370108,5937022,5913,Okanagan                                                    ,409
59370109,5937022,5913,Okanagan                                                    ,636
59370110,5937022,5913,Okanagan                                                    ,168
59370111,5937023,5913,Okanagan                                                    ,90
59370112,5937023,5913,Okanagan                                                    ,619
59370113,5937023,5913,Okanagan                                                    ,204
59370114,5937023,5913,Okanagan                                                    ,25
59370115,5937022,5913,Okanagan                                                    ,5
59370116,5937022,5913,Okanagan                                                    ,375
59370117,5937022,5913,Okanagan                                                    ,569
59370118,5937021,5913,Okanagan                                                    ,26
59370119,5937021,5913,Okanagan                                                    ,108
59370120,5937041,5913,Okanagan                                                    ,549
59370121,5937041,5913,Okanagan                                                    ,419
59370122,5937041,5913,Okanagan                                                    ,195
59370123,5937041,5913,Okanagan                                                    ,0
59370124,5937041,5913,Okanagan                                                    ,39
59370125,5937801,5913,Okanagan                                                    ,109
59390001,5939011,5911,East Kootenay                                               ,0
59390002,5939023,5914,Thompson/Cariboo                                            ,389
59390003,5939023,5912,Kootenay/Boundary                                           ,63
59390004,5939023,5914,Thompson/Cariboo                                            ,10
59390005,5939044,5914,Thompson/Cariboo                                            ,0
59390006,5939044,5914,Thompson/Cariboo                                            ,78
59390007,5939044,5914,Thompson/Cariboo                                            ,0
59390008,5939043,5914,Thompson/Cariboo                                            ,109
59390009,5939043,5914,Thompson/Cariboo                                            ,649
59390010,5939043,5914,Thompson/Cariboo                                            ,15
59390011,5939043,5914,Thompson/Cariboo                                            ,10
59390012,5939043,5914,Thompson/Cariboo                                            ,347
59390013,5939045,5914,Thompson/Cariboo                                            ,1106
59390014,5939045,5914,Thompson/Cariboo                                            ,803
59390015,5939045,5914,Thompson/Cariboo                                            ,202
59390016,5939045,5914,Thompson/Cariboo                                            ,609
59390017,5939043,5914,Thompson/Cariboo                                            ,0
59390018,5939043,5914,Thompson/Cariboo                                            ,267
59390019,5939043,5914,Thompson/Cariboo                                            ,94
59390020,5939037,5914,Thompson/Cariboo                                            ,62
59390021,5939037,5914,Thompson/Cariboo                                            ,0
59390022,5939037,5914,Thompson/Cariboo                                            ,142
59390023,5939032,5914,Thompson/Cariboo                                            ,779
59390024,5939032,5914,Thompson/Cariboo                                            ,724
59390025,5939032,5914,Thompson/Cariboo                                            ,910
59390026,5939032,5914,Thompson/Cariboo                                            ,949
59390027,5939032,5914,Thompson/Cariboo                                            ,96
59390028,5939032,5914,Thompson/Cariboo                                            ,74
59390029,5939032,5914,Thompson/Cariboo                                            ,1154
59390030,5939032,5914,Thompson/Cariboo                                            ,1454
59390031,5939032,5914,Thompson/Cariboo                                            ,1040
59390032,5939032,5914,Thompson/Cariboo                                            ,880
59390033,5939032,5914,Thompson/Cariboo                                            ,543
59390034,5939032,5914,Thompson/Cariboo                                            ,826
59390035,5939032,5914,Thompson/Cariboo                                            ,1125
59390036,5939032,5914,Thompson/Cariboo                                            ,942
59390037,5939032,5914,Thompson/Cariboo                                            ,951
59390038,5939032,5914,Thompson/Cariboo                                            ,703
59390039,5939032,5914,Thompson/Cariboo                                            ,636
59390040,5939810,5914,Thompson/Cariboo                                            ,0
59390041,5939808,5914,Thompson/Cariboo                                            ,63
59390042,5939032,5914,Thompson/Cariboo                                            ,768
59390043,5939809,5914,Thompson/Cariboo                                            ,105
59390044,5939809,5914,Thompson/Cariboo                                            ,10
59390045,5939032,5914,Thompson/Cariboo                                            ,656
59390046,5939039,5914,Thompson/Cariboo                                            ,960
59390047,5939039,5914,Thompson/Cariboo                                            ,585
59390048,5939039,5914,Thompson/Cariboo                                            ,0
59390049,5939039,5914,Thompson/Cariboo                                            ,647
59390050,5939806,5914,Thompson/Cariboo                                            ,34
59390051,5939804,5914,Thompson/Cariboo                                            ,95
59390052,5939039,5914,Thompson/Cariboo                                            ,510
59390053,5939039,5914,Thompson/Cariboo                                            ,0
59390054,5939039,5914,Thompson/Cariboo                                            ,115
59390055,5939039,5914,Thompson/Cariboo                                            ,632
59390056,5939039,5914,Thompson/Cariboo                                            ,10
59390057,5939039,5914,Thompson/Cariboo                                            ,15
59390058,5939039,5914,Thompson/Cariboo                                            ,5
59390059,5939039,5914,Thompson/Cariboo                                            ,10
59390060,5939039,5914,Thompson/Cariboo                                            ,0
59390061,5939037,5914,Thompson/Cariboo                                            ,108
59390062,5939037,5914,Thompson/Cariboo                                            ,456
59390063,5939803,5914,Thompson/Cariboo                                            ,36
59390064,5939803,5914,Thompson/Cariboo                                            ,15
59390065,5939037,5914,Thompson/Cariboo                                            ,489
59390066,5939037,5914,Thompson/Cariboo                                            ,332
59390067,5939037,5914,Thompson/Cariboo                                            ,10
59390068,5939037,5914,Thompson/Cariboo                                            ,5
59390069,5939037,5914,Thompson/Cariboo                                            ,566
59390070,5939037,5914,Thompson/Cariboo                                            ,0
59390071,5939037,5914,Thompson/Cariboo                                            ,15
59390072,5939037,5914,Thompson/Cariboo                                            ,423
59390073,5939037,5914,Thompson/Cariboo                                            ,15
59390074,5939044,5914,Thompson/Cariboo                                            ,385
59390075,5939044,5914,Thompson/Cariboo                                            ,44
59390076,5939044,5914,Thompson/Cariboo                                            ,205
59390077,5939044,5914,Thompson/Cariboo                                            ,461
59390078,5939044,5914,Thompson/Cariboo                                            ,31
59390079,5939044,5914,Thompson/Cariboo                                            ,87
59390080,5939044,5914,Thompson/Cariboo                                            ,440
59390081,5939807,5914,Thompson/Cariboo                                            ,0
59390082,5939807,5914,Thompson/Cariboo                                            ,29
59390083,5939044,5914,Thompson/Cariboo                                            ,0
59390084,5939037,5914,Thompson/Cariboo                                            ,593
59390085,5939037,5914,Thompson/Cariboo                                            ,282
59390086,5939037,5914,Thompson/Cariboo                                            ,23
59390087,5939037,5914,Thompson/Cariboo                                            ,326
59390088,5939037,5914,Thompson/Cariboo                                            ,322
59390089,5939037,5914,Thompson/Cariboo                                            ,103
59390090,5939037,5914,Thompson/Cariboo                                            ,803
59390091,5939037,5914,Thompson/Cariboo                                            ,790
59390092,5939037,5914,Thompson/Cariboo                                            ,768
59390093,5939037,5914,Thompson/Cariboo                                            ,0
59390094,5939037,5914,Thompson/Cariboo                                            ,20
59390095,5939037,5914,Thompson/Cariboo                                            ,73
59390096,5939037,5914,Thompson/Cariboo                                            ,36
59390097,5939801,5914,Thompson/Cariboo                                            ,83
59390098,5939805,5914,Thompson/Cariboo                                            ,142
59390099,5939805,5914,Thompson/Cariboo                                            ,88
59390100,5939044,5914,Thompson/Cariboo                                            ,366
59390101,5939044,5914,Thompson/Cariboo                                            ,29
59390102,5939044,5914,Thompson/Cariboo                                            ,0
59390103,5939802,5914,Thompson/Cariboo                                            ,0
59390104,5939802,5914,Thompson/Cariboo                                            ,26
59390105,5939023,5914,Thompson/Cariboo                                            ,163
59390106,5939019,5914,Thompson/Cariboo                                            ,1151
59390107,5939019,5914,Thompson/Cariboo                                            ,542
59390108,5939019,5914,Thompson/Cariboo                                            ,763
59390109,5939019,5914,Thompson/Cariboo                                            ,735
59390110,5939019,5914,Thompson/Cariboo                                            ,690
59390111,5939019,5914,Thompson/Cariboo                                            ,695
59390112,5939019,5914,Thompson/Cariboo                                            ,1476
59390113,5939019,5914,Thompson/Cariboo                                            ,749
59390114,5939019,5914,Thompson/Cariboo                                            ,699
59390115,5939011,5911,East Kootenay                                               ,101
59390116,5939011,5911,East Kootenay                                               ,640
59390117,5939007,5911,East Kootenay                                               ,936
59390118,5939007,5911,East Kootenay                                               ,1002
59390119,5939007,5911,East Kootenay                                               ,971
59390120,5939007,5911,East Kootenay                                               ,1111
59390121,5939011,5911,East Kootenay                                               ,340
59390122,5939011,5911,East Kootenay                                               ,580
59390123,5939011,5911,East Kootenay                                               ,774
59390124,5939011,5911,East Kootenay                                               ,251
59390125,5939011,5911,East Kootenay                                               ,449
59390126,5939039,5914,Thompson/Cariboo                                            ,415
59410001,5941865,5952,Northern Interior                                           ,0
59410002,5941027,5952,Northern Interior                                           ,10
59410003,5941867,5952,Northern Interior                                           ,0
59410004,5941833,5952,Northern Interior                                           ,52
59410005,5941864,5952,Northern Interior                                           ,0
59410006,5941039,5914,Thompson/Cariboo                                            ,0
59410007,5941027,5952,Northern Interior                                           ,70
59410008,5941835,5952,Northern Interior                                           ,5
59410009,5941837,5952,Northern Interior                                           ,119
59410010,5941825,5952,Northern Interior                                           ,0
59410011,5941836,5952,Northern Interior                                           ,0
59410012,5941027,5952,Northern Interior                                           ,229
59410013,5941027,5952,Northern Interior                                           ,117
59410014,5941866,5952,Northern Interior                                           ,0
59410015,5941852,5952,Northern Interior                                           ,20
59410016,5941021,5952,Northern Interior                                           ,651
59410017,5941021,5952,Northern Interior                                           ,1212
59410018,5941021,5952,Northern Interior                                           ,670
59410019,5941021,5952,Northern Interior                                           ,183
59410020,5941013,5952,Northern Interior                                           ,762
59410021,5941013,5952,Northern Interior                                           ,500
59410022,5941013,5952,Northern Interior                                           ,138
59410023,5941021,5952,Northern Interior                                           ,89
59410024,5941013,5952,Northern Interior                                           ,480
59410025,5941013,5952,Northern Interior                                           ,387
59410026,5941013,5952,Northern Interior                                           ,1038
59410027,5941013,5952,Northern Interior                                           ,753
59410028,5941013,5952,Northern Interior                                           ,991
59410029,5941013,5952,Northern Interior                                           ,870
59410030,5941013,5952,Northern Interior                                           ,1012
59410031,5941027,5952,Northern Interior                                           ,164
59410032,5941013,5952,Northern Interior                                           ,861
59410033,5941013,5952,Northern Interior                                           ,0
59410034,5941809,5952,Northern Interior                                           ,53
59410035,5941019,5952,Northern Interior                                           ,1065
59410036,5941019,5952,Northern Interior                                           ,1148
59410037,5941019,5952,Northern Interior                                           ,628
59410038,5941013,5952,Northern Interior                                           ,186
59410039,5941019,5952,Northern Interior                                           ,10
59410040,5941013,5952,Northern Interior                                           ,1269
59410041,5941013,5952,Northern Interior                                           ,123
59410042,5941019,5952,Northern Interior                                           ,781
59410043,5941019,5952,Northern Interior                                           ,943
59410044,5941019,5952,Northern Interior                                           ,630
59410045,5941019,5952,Northern Interior                                           ,396
59410046,5941019,5952,Northern Interior                                           ,201
59410047,5941019,5952,Northern Interior                                           ,268
59410048,5941870,5952,Northern Interior                                           ,0
59410049,5941815,5952,Northern Interior                                           ,10
59410050,5941816,5952,Northern Interior                                           ,0
59410051,5941814,5952,Northern Interior                                           ,26
59410052,5941027,5952,Northern Interior                                           ,564
59410053,5941027,5952,Northern Interior                                           ,614
59410054,5941027,5952,Northern Interior                                           ,5
59410055,5941041,5914,Thompson/Cariboo                                            ,138
59410056,5941849,5914,Thompson/Cariboo                                            ,5
59410057,5941012,5914,Thompson/Cariboo                                            ,36
59410058,5941012,5914,Thompson/Cariboo                                            ,268
59410059,5941012,5914,Thompson/Cariboo                                            ,737
59410060,5941012,5914,Thompson/Cariboo                                            ,803
59410061,5941009,5914,Thompson/Cariboo                                            ,990
59410062,5941009,5914,Thompson/Cariboo                                            ,604
59410063,5941009,5914,Thompson/Cariboo                                            ,617
59410064,5941009,5914,Thompson/Cariboo                                            ,775
59410065,5941009,5914,Thompson/Cariboo                                            ,740
59410066,5941009,5914,Thompson/Cariboo                                            ,70
59410067,5941009,5914,Thompson/Cariboo                                            ,1037
59410068,5941009,5914,Thompson/Cariboo                                            ,794
59410069,5941009,5914,Thompson/Cariboo                                            ,999
59410070,5941009,5914,Thompson/Cariboo                                            ,1274
59410071,5941009,5914,Thompson/Cariboo                                            ,1236
59410072,5941010,5914,Thompson/Cariboo                                            ,725
59410073,5941010,5914,Thompson/Cariboo                                            ,126
59410074,5941010,5914,Thompson/Cariboo                                            ,210
59410075,5941010,5914,Thompson/Cariboo                                            ,5
59410076,5941009,5914,Thompson/Cariboo                                            ,0
59410077,5941010,5914,Thompson/Cariboo                                            ,126
59410078,5941010,5914,Thompson/Cariboo                                            ,5
59410079,5941010,5914,Thompson/Cariboo                                            ,549
59410080,5941010,5914,Thompson/Cariboo                                            ,113
59410081,5941805,5914,Thompson/Cariboo                                            ,120
59410082,5941010,5914,Thompson/Cariboo                                            ,220
59410083,5941810,5914,Thompson/Cariboo                                            ,55
59410084,5941010,5914,Thompson/Cariboo                                            ,325
59410085,5941010,5914,Thompson/Cariboo                                            ,261
59410086,5941010,5914,Thompson/Cariboo                                            ,234
59410087,5941014,5914,Thompson/Cariboo                                            ,212
59410088,5941014,5914,Thompson/Cariboo                                            ,337
59410089,5941014,5914,Thompson/Cariboo                                            ,382
59410090,5941014,5914,Thompson/Cariboo                                            ,686
59410091,5941014,5914,Thompson/Cariboo                                            ,404
59410092,5941014,5914,Thompson/Cariboo                                            ,1142
59410093,5941812,5914,Thompson/Cariboo                                            ,273
59410094,5941812,5914,Thompson/Cariboo                                            ,0
59410095,5941012,5914,Thompson/Cariboo                                            ,348
59410096,5941014,5914,Thompson/Cariboo                                            ,208
59410097,5941010,5914,Thompson/Cariboo                                            ,79
59410098,5941010,5914,Thompson/Cariboo                                            ,0
59410099,5941009,5914,Thompson/Cariboo                                            ,537
59410100,5941009,5914,Thompson/Cariboo                                            ,744
59410101,5941012,5914,Thompson/Cariboo                                            ,753
59410102,5941012,5914,Thompson/Cariboo                                            ,183
59410103,5941012,5914,Thompson/Cariboo                                            ,579
59410104,5941012,5914,Thompson/Cariboo                                            ,307
59410105,5941012,5914,Thompson/Cariboo                                            ,340
59410106,5941014,5914,Thompson/Cariboo                                            ,297
59410107,5941015,5914,Thompson/Cariboo                                            ,228
59410108,5941012,5914,Thompson/Cariboo                                            ,17
59410109,5941012,5914,Thompson/Cariboo                                            ,297
59410110,5941811,5914,Thompson/Cariboo                                            ,15
59410111,5941801,5914,Thompson/Cariboo                                            ,396
59410112,5941868,5914,Thompson/Cariboo                                            ,0
59410113,5941806,5914,Thompson/Cariboo                                            ,100
59410114,5941807,5914,Thompson/Cariboo                                            ,44
59410115,5941804,5914,Thompson/Cariboo                                            ,0
59410116,5941041,5914,Thompson/Cariboo                                            ,128
59410117,5941041,5914,Thompson/Cariboo                                            ,0
59410118,5941041,5914,Thompson/Cariboo                                            ,0
59410119,5941850,5914,Thompson/Cariboo                                            ,100
59410120,5941041,5914,Thompson/Cariboo                                            ,112
59410121,5941841,5914,Thompson/Cariboo                                            ,238
59410122,5941821,5914,Thompson/Cariboo                                            ,274
59410123,5941821,5914,Thompson/Cariboo                                            ,112
59410124,5941041,5914,Thompson/Cariboo                                            ,31
59410125,5941041,5914,Thompson/Cariboo                                            ,162
59410126,5941041,5914,Thompson/Cariboo                                            ,98
59410127,5941039,5914,Thompson/Cariboo                                            ,0
59410128,5941039,5914,Thompson/Cariboo                                            ,65
59410129,5941856,5914,Thompson/Cariboo                                            ,0
59410130,5941820,5914,Thompson/Cariboo                                            ,0
59410131,5941819,5914,Thompson/Cariboo                                            ,0
59410132,5941848,5914,Thompson/Cariboo                                            ,0
59410133,5941827,5914,Thompson/Cariboo                                            ,5
59410134,5941843,5914,Thompson/Cariboo                                            ,0
59410135,5941842,5914,Thompson/Cariboo                                            ,0
59410136,5941817,5914,Thompson/Cariboo                                            ,0
59410137,5941818,5914,Thompson/Cariboo                                            ,0
59410138,5941838,5914,Thompson/Cariboo                                            ,0
59410139,5941839,5914,Thompson/Cariboo                                            ,185
59410140,5941039,5914,Thompson/Cariboo                                            ,10
59410141,5941847,5914,Thompson/Cariboo                                            ,0
59410142,5941847,5914,Thompson/Cariboo                                            ,0
59410143,5941844,5914,Thompson/Cariboo                                            ,5
59410144,5941846,5914,Thompson/Cariboo                                            ,0
59410145,5941039,5914,Thompson/Cariboo                                            ,147
59410146,5941039,5914,Thompson/Cariboo                                            ,162
59410147,5941039,5914,Thompson/Cariboo                                            ,46
59410148,5941853,5914,Thompson/Cariboo                                            ,0
59410149,5941808,5914,Thompson/Cariboo                                            ,77
59410150,5941831,5914,Thompson/Cariboo                                            ,21
59410151,5941041,5914,Thompson/Cariboo                                            ,5
59410152,5941830,5914,Thompson/Cariboo                                            ,5
59410153,5941832,5914,Thompson/Cariboo                                            ,0
59410154,5941832,5914,Thompson/Cariboo                                            ,5
59410155,5941829,5914,Thompson/Cariboo                                            ,52
59410156,5941828,5914,Thompson/Cariboo                                            ,10
59410157,5941039,5914,Thompson/Cariboo                                            ,5
59410158,5941039,5933,North Shore/Coast Garibaldi                                 ,155
59410159,5941871,5933,North Shore/Coast Garibaldi                                 ,29
59410160,5941854,5933,North Shore/Coast Garibaldi                                 ,0
59410161,5941851,5933,North Shore/Coast Garibaldi                                 ,10
59410162,5941039,5933,North Shore/Coast Garibaldi                                 ,10
59410163,5941039,5933,North Shore/Coast Garibaldi                                 ,112
59410164,5941859,5933,North Shore/Coast Garibaldi                                 ,0
59410165,5941857,5933,North Shore/Coast Garibaldi                                 ,0
59410166,5941834,5933,North Shore/Coast Garibaldi                                 ,5
59410167,5941858,5933,North Shore/Coast Garibaldi                                 ,0
59410168,5941845,5933,North Shore/Coast Garibaldi                                 ,10
59410169,5941840,5933,North Shore/Coast Garibaldi                                 ,319
59410170,5941039,5933,North Shore/Coast Garibaldi                                 ,163
59410171,5941039,5933,North Shore/Coast Garibaldi                                 ,5
59410172,5941824,5933,North Shore/Coast Garibaldi                                 ,0
59410173,5941860,5933,North Shore/Coast Garibaldi                                 ,0
59410174,5941826,5933,North Shore/Coast Garibaldi                                 ,0
59410175,5941861,5933,North Shore/Coast Garibaldi                                 ,0
59410176,5941862,5933,North Shore/Coast Garibaldi                                 ,0
59410177,5941863,5914,Thompson/Cariboo                                            ,0
59410178,5941862,5933,North Shore/Coast Garibaldi                                 ,0
59410179,5941015,5914,Thompson/Cariboo                                            ,145
59410180,5941015,5914,Thompson/Cariboo                                            ,367
59410181,5941005,5914,Thompson/Cariboo                                            ,0
59410182,5941005,5914,Thompson/Cariboo                                            ,901
59410183,5941005,5914,Thompson/Cariboo                                            ,838
59410184,5941017,5914,Thompson/Cariboo                                            ,536
59410185,5941017,5914,Thompson/Cariboo                                            ,453
59410186,5941017,5914,Thompson/Cariboo                                            ,762
59410187,5941017,5914,Thompson/Cariboo                                            ,304
59410188,5941017,5914,Thompson/Cariboo                                            ,266
59410189,5941017,5914,Thompson/Cariboo                                            ,114
59410190,5941015,5914,Thompson/Cariboo                                            ,119
59410191,5941017,5914,Thompson/Cariboo                                            ,302
59410192,5941017,5914,Thompson/Cariboo                                            ,287
59410193,5941017,5914,Thompson/Cariboo                                            ,354
59410194,5941017,5914,Thompson/Cariboo                                            ,298
59410195,5941017,5914,Thompson/Cariboo                                            ,306
59410196,5941017,5914,Thompson/Cariboo                                            ,262
59410197,5941016,5914,Thompson/Cariboo                                            ,77
59410198,5941016,5914,Thompson/Cariboo                                            ,198
59410199,5941016,5914,Thompson/Cariboo                                            ,215
59410200,5941802,5914,Thompson/Cariboo                                            ,232
59410201,5941016,5914,Thompson/Cariboo                                            ,371
59410202,5941016,5914,Thompson/Cariboo                                            ,20
59410203,5941016,5914,Thompson/Cariboo                                            ,701
59410204,5941813,5914,Thompson/Cariboo                                            ,15
59410205,5941016,5914,Thompson/Cariboo                                            ,257
59410206,5941015,5914,Thompson/Cariboo                                            ,50
59410207,5941016,5914,Thompson/Cariboo                                            ,0
59410208,5941015,5914,Thompson/Cariboo                                            ,120
59410209,5941803,5914,Thompson/Cariboo                                            ,0
59410210,5941015,5914,Thompson/Cariboo                                            ,396
59410211,5941015,5914,Thompson/Cariboo                                            ,426
59410212,5941855,5914,Thompson/Cariboo                                            ,0
59410213,5941015,5914,Thompson/Cariboo                                            ,186
59410214,5941014,5914,Thompson/Cariboo                                            ,98
59410215,5941014,5914,Thompson/Cariboo                                            ,238
59410216,5941014,5914,Thompson/Cariboo                                            ,326
59410217,5941014,5914,Thompson/Cariboo                                            ,439
59410218,5941014,5914,Thompson/Cariboo                                            ,42
59410219,5941014,5914,Thompson/Cariboo                                            ,0
59410220,5941016,5914,Thompson/Cariboo                                            ,5
59410221,5941026,5952,Northern Interior                                           ,181
59410222,5941025,5952,Northern Interior                                           ,235
59410223,5941026,5952,Northern Interior                                           ,0
59410224,5941026,5952,Northern Interior                                           ,489
59410225,5941021,5952,Northern Interior                                           ,729
59410226,5941021,5952,Northern Interior                                           ,287
59410227,5941021,5952,Northern Interior                                           ,282
59410228,5941021,5952,Northern Interior                                           ,225
59410229,5941026,5952,Northern Interior                                           ,581
59410230,5941021,5952,Northern Interior                                           ,10
59410231,5941026,5952,Northern Interior                                           ,72
59410232,5941013,5952,Northern Interior                                           ,674
59410233,5941019,5952,Northern Interior                                           ,358
59410234,5941015,5914,Thompson/Cariboo                                            ,637
59410235,5941015,5914,Thompson/Cariboo                                            ,325
59410236,5941015,5914,Thompson/Cariboo                                            ,1254
59410237,5941015,5914,Thompson/Cariboo                                            ,225
59410238,5941015,5914,Thompson/Cariboo                                            ,523
59410239,5941010,5914,Thompson/Cariboo                                            ,316
59410240,5941009,5914,Thompson/Cariboo                                            ,736
59410241,5941014,5914,Thompson/Cariboo                                            ,81
59410242,5941823,5914,Thompson/Cariboo                                            ,0
59410243,5941822,5914,Thompson/Cariboo                                            ,15
59410244,5941027,5952,Northern Interior                                           ,0
59410245,5941014,5914,Thompson/Cariboo                                            ,5
59410246,5941014,5914,Thompson/Cariboo                                            ,66
59410247,5941872,5914,Thompson/Cariboo                                            ,10
59410248,5941873,5914,Thompson/Cariboo                                            ,5
59410249,5941874,5914,Thompson/Cariboo                                            ,10
59410250,5941875,5914,Thompson/Cariboo                                            ,16
59430001,5943027,5943,North Vancouver Island                                      ,5
59430002,5943836,5943,North Vancouver Island                                      ,5
59430003,5943832,5943,North Vancouver Island                                      ,0
59430004,5943027,5943,North Vancouver Island                                      ,0
59430005,5943027,5943,North Vancouver Island                                      ,125
59430006,5943027,5943,North Vancouver Island                                      ,39
59430007,5943027,5943,North Vancouver Island                                      ,0
59430008,5943027,5943,North Vancouver Island                                      ,0
59430009,5943027,5943,North Vancouver Island                                      ,0
59430010,5943027,5943,North Vancouver Island                                      ,0
59430011,5943017,5943,North Vancouver Island                                      ,657
59430012,5943017,5943,North Vancouver Island                                      ,469
59430013,5943031,5943,North Vancouver Island                                      ,85
59430014,5943816,5943,North Vancouver Island                                      ,198
59430015,5943023,5943,North Vancouver Island                                      ,0
59430016,5943805,5943,North Vancouver Island                                      ,0
59430017,5943031,5943,North Vancouver Island                                      ,215
59430018,5943023,5943,North Vancouver Island                                      ,893
59430019,5943023,5943,North Vancouver Island                                      ,846
59430020,5943023,5943,North Vancouver Island                                      ,1170
59430021,5943023,5943,North Vancouver Island                                      ,781
59430022,5943806,5943,North Vancouver Island                                      ,387
59430023,5943031,5943,North Vancouver Island                                      ,0
59430024,5943023,5943,North Vancouver Island                                      ,884
59430025,5943804,5943,North Vancouver Island                                      ,36
59430026,5943815,5943,North Vancouver Island                                      ,269
59430027,5943817,5943,North Vancouver Island                                      ,0
59430028,5943031,5943,North Vancouver Island                                      ,15
59430029,5943012,5943,North Vancouver Island                                      ,1126
59430030,5943012,5943,North Vancouver Island                                      ,781
59430031,5943012,5943,North Vancouver Island                                      ,914
59430032,5943031,5943,North Vancouver Island                                      ,514
59430033,5943033,5943,North Vancouver Island                                      ,52
59430034,5943033,5943,North Vancouver Island                                      ,0
59430035,5943033,5943,North Vancouver Island                                      ,349
59430036,5943037,5943,North Vancouver Island                                      ,0
59430037,5943813,5943,North Vancouver Island                                      ,95
59430038,5943808,5943,North Vancouver Island                                      ,35
59430039,5943820,5943,North Vancouver Island                                      ,0
59430040,5943824,5943,North Vancouver Island                                      ,0
